"fit","x_e","y_e","y_ci","x_r","y_r","nec_vals"
"Cu",3.32256216216216,2891.88723295656,1799.5614362036,NA,NA,NA
"Cu",3.33281081081081,2891.87437326082,1799.54402085488,NA,NA,NA
"Cu",3.34305945945946,2891.86169857487,1799.52685434336,NA,NA,NA
"Cu",3.35330810810811,2891.84920566991,1799.50993236678,NA,NA,NA
"Cu",3.36355675675676,2891.8368913835,1799.49325071011,NA,NA,NA
"Cu",3.3738054054054,2891.82475261774,1799.4768052435,NA,NA,NA
"Cu",3.38405405405405,2891.79336840803,1799.46059192032,NA,NA,NA
"Cu",3.3943027027027,2891.76239373799,1799.44460677523,NA,NA,NA
"Cu",3.40455135135135,2891.73183446719,1799.42884592232,NA,NA,NA
"Cu",3.4148,2891.70168379728,1799.41330555326,NA,NA,NA
"Cu",3.42504864864865,2891.67193506122,1799.39798193555,NA,NA,NA
"Cu",3.4352972972973,2891.64258172021,1799.3828714108,NA,NA,NA
"Cu",3.44554594594595,2891.6136173609,1799.36797039299,NA,NA,NA
"Cu",3.45579459459459,2891.58503569282,1799.35327536689,NA,NA,NA
"Cu",3.46604324324324,2891.55683054534,1799.33878288643,NA,NA,NA
"Cu",3.47629189189189,2891.52899586497,1799.32448957314,NA,NA,NA
"Cu",3.48654054054054,2891.50152571351,1799.3103921146,NA,NA,NA
"Cu",3.49678918918919,2891.47441426458,1799.29648726305,NA,NA,NA
"Cu",3.50703783783784,2891.44765580191,1799.28277183383,NA,NA,NA
"Cu",3.51728648648649,2891.42124471645,1799.26924270407,NA,NA,NA
"Cu",3.52753513513513,2891.39517550455,1799.25589681125,NA,NA,NA
"Cu",3.53778378378378,2891.36944276526,1799.24273115189,NA,NA,NA
"Cu",3.54803243243243,2891.34404119821,1799.22974278025,NA,NA,NA
"Cu",3.55828108108108,2891.31896560157,1799.21692880705,NA,NA,NA
"Cu",3.56852972972973,2891.29421087002,1799.20428639823,NA,NA,NA
"Cu",3.57877837837838,2891.26977199239,1799.19181277374,NA,NA,NA
"Cu",3.58902702702703,2891.2456440499,1799.17950520635,NA,NA,NA
"Cu",3.59927567567567,2891.2218222141,1799.16736102051,NA,NA,NA
"Cu",3.60952432432432,2891.19830174502,1799.15537759125,NA,NA,NA
"Cu",3.61977297297297,2891.17507798929,1799.14355234303,NA,NA,NA
"Cu",3.63002162162162,2891.15214637805,1799.13188274873,NA,NA,NA
"Cu",3.64027027027027,2891.12950242599,1799.12036632855,NA,NA,NA
"Cu",3.65051891891892,2891.10714172835,1799.10900064906,NA,NA,NA
"Cu",3.66076756756757,2891.08505996046,1799.09778332212,NA,NA,NA
"Cu",3.67101621621622,2891.06325287529,1799.08671200402,NA,NA,NA
"Cu",3.68126486486486,2891.04171630216,1799.07578439444,NA,NA,NA
"Cu",3.69151351351351,2891.02044614522,1799.06499823556,NA,NA,NA
"Cu",3.70176216216216,2890.99943838144,1799.0543513112,NA,NA,NA
"Cu",3.71201081081081,2890.9786890598,1799.04384144585,NA,NA,NA
