"fit","x","Estimate","Q2.5","Q97.5"
"ogl(plate)",4.40891891891892,2843.92415354415,1788.02778803089,4364.15362706613
"ogl(plate)",4.41916756756757,2843.9157497076,1788.02124078668,4364.14835585808
"ogl(plate)",4.42941621621622,2843.90743315826,1788.01476186588,4364.14314134925
"ogl(plate)",4.43966486486486,2843.89920279066,1788.00835039987,4364.13798280067
"ogl(plate)",4.44991351351351,2843.89105751584,1788.00200553305,4364.13287948462
"ogl(plate)",4.46016216216216,2843.88299626106,1787.99572642261,4364.12783068452
"ogl(plate)",4.47041081081081,2843.87501796952,1787.9895122383,4364.1228356947
"ogl(plate)",4.48065945945946,2843.8671216001,1787.98336216223,4364.1178938202
"ogl(plate)",4.49090810810811,2843.85930612708,1787.97727538866,4364.11300437662
"ogl(plate)",4.50115675675676,2843.85157053988,1787.97125112377,4364.1081666899
"ogl(plate)",4.51140540540541,2843.84391384281,1787.96528858546,4364.10338009614
"ogl(plate)",4.52165405405405,2843.83633505482,1787.95938700319,4364.09864394145
"ogl(plate)",4.5319027027027,2843.82883320923,1787.95354561773,4364.09395758177
"ogl(plate)",4.54215135135135,2843.82140735351,1787.94776368101,4364.08932038269
"ogl(plate)",4.5524,2843.81405654903,1787.9420404559,4364.08473171929
"ogl(plate)",4.56264864864865,2843.80677987084,1787.93637521606,4364.08019097596
"ogl(plate)",4.5728972972973,2843.79957640742,1787.93076724571,4364.07569754628
"ogl(plate)",4.58314594594595,2843.79244526049,1787.92521583951,4364.07125083283
"ogl(plate)",4.59339459459459,2843.78538554472,1787.91972030234,4364.06685024705
"ogl(plate)",4.60364324324324,2843.77839638761,1787.91427994916,4364.06249520906
"ogl(plate)",4.61389189189189,2843.7714769292,1787.90889410482,4364.05818514758
"ogl(plate)",4.62414054054054,2843.76462632188,1787.9035621039,4364.05391949972
"ogl(plate)",4.63438918918919,2843.75784373023,1787.89828329057,4364.04969771085
"ogl(plate)",4.64463783783784,2843.75112833074,1787.89305701839,4364.04551923449
"ogl(plate)",4.65488648648649,2843.74447931169,1787.88788265019,4364.03847065786
"ogl(plate)",4.66513513513513,2843.7378958729,1787.88275955792,4364.03091642937
"ogl(plate)",4.67538378378378,2843.73137722559,1787.87768712246,4364.02343625746
"ogl(plate)",4.68563243243243,2843.72492259214,1787.87266473351,4364.01602925614
"ogl(plate)",4.69588108108108,2843.71853120596,1787.86769178945,4364.00869455197
"ogl(plate)",4.70612972972973,2843.71220231126,1787.86276769717,4364.00143128376
"ogl(plate)",4.71637837837838,2843.70593516292,1787.85789187193,4363.99423860247
"ogl(plate)",4.72662702702703,2843.69972902629,1787.85306373727,4363.98711567092
"ogl(plate)",4.73687567567567,2843.69358317702,1787.84828272482,4363.98006166367
"ogl(plate)",4.74712432432432,2843.68749690092,1787.84354827421,4363.97307576681
"ogl(plate)",4.75737297297297,2843.68146949375,1787.83885983289,4363.96615717776
"ogl(plate)",4.76762162162162,2843.67550026111,1787.83421685608,4363.95930510509
"ogl(plate)",4.77787027027027,2843.66958851825,1787.82961880659,4363.95251876836
"ogl(plate)",4.78811891891892,2843.66373358993,1787.82506515468,4363.94579739792
"ogl(plate)",4.79836756756757,2843.65793481025,1787.82055537802,4363.93914023478
"ogl(plate)",4.80861621621622,2843.65219152253,1787.81608896148,4363.93254653039
"ogl(plate)",4.81886486486486,2843.64650307914,1787.81166539708,4363.9260155465
"ogl(plate)",4.82911351351351,2843.64086884135,1787.80728418386,4363.91954655499
"ogl(plate)",4.83936216216216,2843.63528817923,1787.80294482774,4363.91313883771
"ogl(plate)",4.84961081081081,2843.62976047145,1787.79864684144,4363.90679168634
"ogl(plate)",4.85985945945946,2843.62428510521,1787.79438974439,4363.90050440222
"ogl(plate)",4.87010810810811,2843.61886147605,1787.79017306256,4363.89427629617
"ogl(plate)",4.88035675675676,2843.61348898776,1787.78599632843,4363.88810668842
"ogl(plate)",4.89060540540541,2843.60816705221,1787.78185908083,4363.88199490836
"ogl(plate)",4.90085405405405,2843.60289508926,1787.77776086489,4363.87594029449
"ogl(plate)",4.9111027027027,2843.59767252663,1787.77370123189,4363.86994219423
"ogl(plate)",4.92135135135135,2843.59249879975,1787.7696797392,4363.86399996376
"ogl(plate)",4.9316,2843.58737335168,1787.76569595018,4363.85811296796
"ogl(plate)",4.94184864864865,2843.58229563294,1787.76174943408,4363.8522805802
"ogl(plate)",4.9520972972973,2843.57726510146,1787.75783976595,4363.84650218225
"ogl(plate)",4.96234594594595,2843.5722812224,1787.75396652653,4363.84077716412
"ogl(plate)",4.97259459459459,2843.5673434681,1787.75012930223,4363.83510492397
"ogl(plate)",4.98284324324324,2843.56245131792,1787.74632768494,4363.82948486796
"ogl(plate)",4.99309189189189,2843.55760425814,1787.74256127204,4363.82391641014
"ogl(plate)",5.00334054054054,2843.55280178189,1787.73882966626,4363.81839897232
"ogl(plate)",5.01358918918919,2843.548043389,1787.73513247561,4363.81293198394
"ogl(plate)",5.02383783783784,2843.54332858593,1787.73146931331,4363.807514882
"ogl(plate)",5.03408648648649,2843.53865688565,1787.7278397977,4363.80214711088
"ogl(plate)",5.04433513513513,2843.53402780755,1787.72424355218,4363.79682812227
"ogl(plate)",5.05458378378378,2843.52944087735,1787.72068020509,4363.79155737509
"ogl(plate)",5.06483243243243,2843.52489562696,1787.71714938969,4363.78633433528
"ogl(plate)",5.07508108108108,2843.52039159447,1787.71365074404,4363.78115847579
"ogl(plate)",5.08532972972973,2843.51592832397,1787.71018391097,4363.77602927645
"ogl(plate)",5.09557837837838,2843.51150536551,1787.70674853795,4363.77094622383
"ogl(plate)",5.10582702702703,2843.507122275,1787.70334427709,4363.76590881119
"ogl(plate)",5.11607567567567,2843.50277861412,1787.69997078501,4363.76091653834
"ogl(plate)",5.12632432432432,2843.49847395022,1787.6966277228,4363.75596891157
"ogl(plate)",5.13657297297297,2843.49420785628,1787.69331475597,4363.75106544353
"ogl(plate)",5.14682162162162,2843.48997991077,1787.69003155434,4363.74620565315
"ogl(plate)",5.15707027027027,2843.48578969758,1787.686777792,4363.74138906556
"ogl(plate)",5.16731891891892,2843.481636806,1787.68355314727,4363.73661521197
"ogl(plate)",5.17756756756757,2843.47752083054,1787.68035730259,4363.73188362958
"ogl(plate)",5.18781621621622,2843.47344137095,1787.6771899445,4363.72719386152
"ogl(plate)",5.19806486486486,2843.46939803207,1787.67405076354,4363.72254545676
"ogl(plate)",5.20831351351351,2843.46539042379,1787.67093945423,4363.71793796997
"ogl(plate)",5.21856216216216,2843.46141816098,1787.66785571499,4363.71337096152
"ogl(plate)",5.22881081081081,2843.45748086339,1787.66479924808,4363.70884399733
"ogl(plate)",5.23905945945946,2843.45357815561,1787.66176975956,4363.70435664882
"ogl(plate)",5.24930810810811,2843.44970966697,1787.65876695922,4363.69990849282
"ogl(plate)",5.25955675675676,2843.4458750315,1787.65579056053,4363.6954991115
"ogl(plate)",5.26980540540541,2843.44207388784,1787.65284028059,4363.69112809228
"ogl(plate)",5.28005405405405,2843.43830587917,1787.64991584005,4363.68679502776
"ogl(plate)",5.2903027027027,2843.43457065316,1787.64701696312,4363.68249951565
"ogl(plate)",5.30055135135135,2843.43086786192,1787.64414337746,4363.6782411587
"ogl(plate)",5.3108,2843.42719716187,1787.64129481414,4363.6740195646
"ogl(plate)",5.32104864864865,2843.42355821377,1787.63847100761,4363.66983434593
"ogl(plate)",5.3312972972973,2843.41995068257,1787.63567169566,4363.66568512012
"ogl(plate)",5.34154594594595,2843.41637423742,1787.63289661933,4363.6615715093
"ogl(plate)",5.35179459459459,2843.41282855157,1787.63014552288,4363.65749314031
"ogl(plate)",5.36204324324324,2843.40931330231,1787.62741815379,4363.65344964461
"ogl(plate)",5.37229189189189,2843.40582817094,1787.62471426263,4363.64944065819
"ogl(plate)",5.38254054054054,2843.40237284269,1787.62203360309,4363.64546582153
"ogl(plate)",5.39278918918919,2843.39894700666,1787.6193759319,4363.64152477953
"ogl(plate)",5.40303783783784,2843.39555035579,1787.61674100879,4363.63761718146
"ogl(plate)",5.41328648648649,2843.39218258678,1787.61412859645,4363.63374268086
"ogl(plate)",5.42353513513513,2843.38884340006,1787.61153846049,4363.62990093553
"ogl(plate)",5.43378378378378,2843.38553249972,1787.60897036938,4363.62609160742
"ogl(plate)",5.44403243243243,2843.38224959345,1787.60642409447,4363.62231436264
"ogl(plate)",5.45428108108108,2843.37899439253,1787.60389940986,4363.6185688713
"ogl(plate)",5.46452972972973,2843.37576661174,1787.60139609243,4363.61485480757
"ogl(plate)",5.47477837837838,2843.3725659693,1787.59891392178,4363.61117184952
"ogl(plate)",5.48502702702703,2843.36939218688,1787.59645268018,4363.60751967915
"ogl(plate)",5.49527567567567,2843.36624498951,1787.59401215255,4363.60389798226
"ogl(plate)",5.50552432432432,2843.36312410553,1787.5915921264,4363.60030644846
"ogl(plate)",5.51577297297297,2843.36002926655,1787.58919239184,4363.59674477109
"ogl(plate)",5.52602162162162,2843.35696020743,1787.58681274149,4363.59321264715
"ogl(plate)",5.53627027027027,2843.35391666619,1787.58445297046,4363.58970977729
"ogl(plate)",5.54651891891892,2843.35089838401,1787.58211287636,4363.58623586573
"ogl(plate)",5.55676756756757,2843.34790510516,1787.57979225919,4363.58279062022
"ogl(plate)",5.56701621621622,2843.34493657696,1787.57749092138,4363.57937375198
"ogl(plate)",5.57726486486486,2843.34199254974,1787.57520866769,4363.57598497569
"ogl(plate)",5.58751351351351,2843.33907277682,1787.57294530524,4363.57262400939
"ogl(plate)",5.59776216216216,2843.33617701442,1787.57070064342,4363.56929057447
"ogl(plate)",5.60801081081081,2843.33330502168,1787.56847449392,4363.56598439562
"ogl(plate)",5.61825945945946,2843.33045656057,1787.56626667064,4363.56270520077
"ogl(plate)",5.62850810810811,2843.32763139587,1787.56407698969,4363.55945272105
"ogl(plate)",5.63875675675676,2843.32482929516,1787.56190526937,4363.55622669076
"ogl(plate)",5.64900540540541,2843.32205002871,1787.5597513301,4363.55302684733
"ogl(plate)",5.65925405405405,2843.31929336955,1787.55761499445,4363.54985293125
"ogl(plate)",5.6695027027027,2843.31655909331,1787.55549608704,4363.54670468604
"ogl(plate)",5.67975135135135,2843.31384697828,1787.55339443457,4363.54358185824
"ogl(plate)",5.69,2843.31115680534,1787.55130986578,4363.54048419732
"ogl(plate)",5.70024864864865,2843.30787425565,1787.54924221141,4363.53741145567
"ogl(plate)",5.7104972972973,2843.3043486638,1787.54719130415,4363.53436338857
"ogl(plate)",5.72074594594595,2843.30085112205,1787.54515697867,4363.53133975411
"ogl(plate)",5.73099459459459,2843.29738135754,1787.54313907157,4363.52834031319
"ogl(plate)",5.74124324324324,2843.29393910054,1787.54113742132,4363.52536482949
"ogl(plate)",5.75149189189189,2843.29052408443,1787.53915186828,4363.5224130694
"ogl(plate)",5.76174054054054,2843.28713604563,1787.53718225466,4363.51948480198
"ogl(plate)",5.77198918918919,2843.28377472358,1787.53522842449,4363.51657979897
"ogl(plate)",5.78223783783784,2843.28043986071,1787.53329022359,4363.51369783473
"ogl(plate)",5.79248648648649,2843.27713120234,1787.53136749958,4363.51083868617
"ogl(plate)",5.80273513513513,2843.27384849673,1787.52946010181,4363.50800213279
"ogl(plate)",5.81298378378378,2843.27059149498,1787.52756788136,4363.50518795658
"ogl(plate)",5.82323243243243,2843.26735995101,1787.52569069103,4363.50239594201
"ogl(plate)",5.83348108108108,2843.26415362151,1787.52382838528,4363.49962587603
"ogl(plate)",5.84372972972973,2843.26097226594,1787.52198082027,4363.49687754797
"ogl(plate)",5.85397837837838,2843.25781564647,1787.52014785376,4363.49415074957
"ogl(plate)",5.86422702702703,2843.25468352792,1787.51832934514,4363.49144527491
"ogl(plate)",5.87447567567567,2843.25157567779,1787.5165251554,4363.48876092041
"ogl(plate)",5.88472432432432,2843.24849186615,1787.51473514712,4363.48609748478
"ogl(plate)",5.89497297297297,2843.24543186566,1787.5129591844,4363.48345476899
"ogl(plate)",5.90522162162162,2843.24239545154,1787.51119713292,4363.48083257624
"ogl(plate)",5.91547027027027,2843.23938240148,1787.50944885983,4363.47823071194
"ogl(plate)",5.92571891891892,2843.23639249566,1787.5077142338,4363.4756489837
"ogl(plate)",5.93596756756757,2843.23342551672,1787.50599312498,4363.47308720123
"ogl(plate)",5.94621621621622,2843.23048124969,1787.50428540496,4363.47054517642
"ogl(plate)",5.95646486486486,2843.227559482,1787.50259094679,4363.46802272321
"ogl(plate)",5.96671351351351,2843.22466000341,1787.50090962491,4363.46551965763
"ogl(plate)",5.97696216216216,2843.22178260601,1787.49924131519,4363.46303579773
"ogl(plate)",5.98721081081081,2843.21892708419,1787.49758589487,4363.46057096362
"ogl(plate)",5.99745945945946,2843.21609323459,1787.49594324256,4363.45812497734
"ogl(plate)",6.00770810810811,2843.2132808561,1787.4943132382,4363.45569766294
"ogl(plate)",6.01795675675676,2843.21048974979,1787.49269576308,4363.4532888464
"ogl(plate)",6.02820540540541,2843.20771971893,1787.49109069981,4363.45089835558
"ogl(plate)",6.03845405405405,2843.20497056893,1787.48949793227,4363.44852602029
"ogl(plate)",6.0487027027027,2843.20224210732,1787.48791734566,4363.44617167215
"ogl(plate)",6.05895135135135,2843.19953414374,1787.48634882639,4363.44383514466
"ogl(plate)",6.0692,2843.19684648987,1787.48479226218,4363.44151627311
"ogl(plate)",6.07944864864865,2843.19417895948,1787.48324754193,4363.43921489463
"ogl(plate)",6.0896972972973,2843.19153136831,1787.48171455578,4363.43693084807
"ogl(plate)",6.09994594594595,2843.18890353413,1787.48019319509,4363.43466397407
"ogl(plate)",6.11019459459459,2843.18629527665,1787.47868335236,4363.43241411499
"ogl(plate)",6.12044324324324,2843.18370641755,1787.47718492131,4363.4301811149
"ogl(plate)",6.13069189189189,2843.1811367804,1787.47569779678,4363.42796481954
"ogl(plate)",6.14094054054054,2843.1785861907,1787.47422187477,4363.42576507634
"ogl(plate)",6.15118918918919,2843.17605447579,1787.47275705241,4363.42358173436
"ogl(plate)",6.16143783783784,2843.17354146489,1787.47130322794,4363.42141464429
"ogl(plate)",6.17168648648649,2843.17104698901,1787.46986030069,4363.41926365842
"ogl(plate)",6.18193513513513,2843.16857088099,1787.46842817109,4363.41712863064
"ogl(plate)",6.19218378378378,2843.16611297544,1787.46700674064,4363.41500941637
"ogl(plate)",6.20243243243243,2843.16367310875,1787.4655959119,4363.41290587262
"ogl(plate)",6.21268108108108,2843.16125111901,1787.46419558846,4363.4108178579
"ogl(plate)",6.22292972972973,2843.15884684607,1787.46280567498,4363.40874523222
"ogl(plate)",6.23317837837838,2843.15646013144,1787.4614260771,4363.40668785711
"ogl(plate)",6.24342702702703,2843.15409081832,1787.46005670149,4363.40464559554
"ogl(plate)",6.25367567567567,2843.15173875157,1787.45869745582,4363.40261831196
"ogl(plate)",6.26392432432432,2843.14940377767,1787.45734824873,4363.40060587223
"ogl(plate)",6.27417297297297,2843.14708574474,1787.45600898984,4363.39860814365
"ogl(plate)",6.28442162162162,2843.14478450245,1787.45467958972,4363.3966249949
"ogl(plate)",6.29467027027027,2843.1424999021,1787.4533599599,4363.39465629606
"ogl(plate)",6.30491891891892,2843.14023179651,1787.45205001283,4363.39270191857
"ogl(plate)",6.31516756756757,2843.13798004004,1787.45074966192,4363.39076173523
"ogl(plate)",6.32541621621622,2843.13574448859,1787.44945882145,4363.38883562014
"ogl(plate)",6.33566486486486,2843.13352499954,1787.44817740662,4363.38692344877
"ogl(plate)",6.34591351351351,2843.13132143177,1787.44690533353,4363.38502509784
"ogl(plate)",6.35616216216216,2843.12913364561,1787.44564251916,4363.3831404454
"ogl(plate)",6.36641081081081,2843.12696150284,1787.44438888134,4363.38126937074
"ogl(plate)",6.37665945945946,2843.12480486668,1787.44314433878,4363.37941175442
"ogl(plate)",6.38690810810811,2843.12266360177,1787.44190881104,4363.37756747824
"ogl(plate)",6.39715675675676,2843.12053757411,1787.4406822185,4363.37573642521
"ogl(plate)",6.40740540540541,2843.11842665112,1787.43946448238,4363.37391847958
"ogl(plate)",6.41765405405405,2843.11633070157,1787.43825552474,4363.37211352676
"ogl(plate)",6.4279027027027,2843.11424959556,1787.4370552684,4363.37032145338
"ogl(plate)",6.43815135135135,2843.11218320456,1787.43586363704,4363.36854214721
"ogl(plate)",6.4484,2843.11013140131,1787.43468055507,4363.36677549719
"ogl(plate)",6.45864864864865,2843.10809405988,1787.43350594773,4363.36502139338
"ogl(plate)",6.4688972972973,2843.10607105561,1787.432339741,4363.363279727
"ogl(plate)",6.47914594594595,2843.10406226514,1787.43118186163,4363.36155039036
"ogl(plate)",6.48939459459459,2843.10206756631,1787.43003223714,4363.35983327687
"ogl(plate)",6.49964324324324,2843.10008683826,1787.42889079576,4363.35812828104
"ogl(plate)",6.50989189189189,2843.0981199613,1787.42775746649,4363.35643529844
"ogl(plate)",6.52014054054054,2843.096166817,1787.42663217905,4363.35475422572
"ogl(plate)",6.53038918918919,2843.09422728809,1787.42551486385,4363.35308496057
"ogl(plate)",6.54063783783784,2843.09230125851,1787.42440545203,4363.35142740171
"ogl(plate)",6.55088648648649,2843.09038861335,1787.42330387545,4363.34978144891
"ogl(plate)",6.56113513513513,2843.08848923886,1787.42221006664,4363.34814700292
"ogl(plate)",6.57138378378378,2843.08660302244,1787.42112395881,4363.34652396551
"ogl(plate)",6.58163243243243,2843.08472985262,1787.42004548586,4363.34491223945
"ogl(plate)",6.59188108108108,2843.08286961903,1787.41897458236,4363.34331172847
"ogl(plate)",6.60212972972973,2843.08102221242,1787.41791118353,4363.34172233728
"ogl(plate)",6.61237837837838,2843.07918752462,1787.41685522525,4363.34014397152
"ogl(plate)",6.62262702702703,2843.07736544855,1787.41580664406,4363.33857653782
"ogl(plate)",6.63287567567567,2843.07555587818,1787.41476537711,4363.3370199437
"ogl(plate)",6.64312432432432,2843.07375870854,1787.4137313622,4363.33547409764
"ogl(plate)",6.65337297297297,2843.07197383571,1787.41270453776,4363.333938909
"ogl(plate)",6.66362162162162,2843.07020115679,1787.41168484281,4363.33241428806
"ogl(plate)",6.67387027027027,2843.06844056988,1787.41067221702,4363.33090014599
"ogl(plate)",6.68411891891892,2843.06669197413,1787.40966660061,4363.32939639484
"ogl(plate)",6.69436756756757,2843.06495526965,1787.40866793444,4363.32790294753
"ogl(plate)",6.70461621621622,2843.06323035754,1787.40767615995,4363.32641971784
"ogl(plate)",6.71486486486486,2843.06151713987,1787.40669121914,4363.32494662042
"ogl(plate)",6.72511351351351,2843.05981551969,1787.40571305461,4363.32348357073
"ogl(plate)",6.73536216216216,2843.05812540097,1787.40474160952,4363.32203048508
"ogl(plate)",6.74561081081081,2843.05644668864,1787.40377682758,4363.32058728061
"ogl(plate)",6.75585945945946,2843.05477928856,1787.40281865308,4363.31915387526
"ogl(plate)",6.76610810810811,2843.05312310749,1787.40186703084,4363.31773018778
"ogl(plate)",6.77635675675676,2843.05147805312,1787.40092190623,4363.31631613771
"ogl(plate)",6.78660540540541,2843.04984403402,1787.39998322516,4363.3149116454
"ogl(plate)",6.79685405405405,2843.04822095967,1787.39905093407,4363.31351663194
"ogl(plate)",6.8071027027027,2843.04660874039,1787.39812497992,4363.31213101922
"ogl(plate)",6.81735135135135,2843.04500728742,1787.39720531019,4363.31075472987
"ogl(plate)",6.8276,2843.0434165128,1787.39629187288,4363.30938768728
"ogl(plate)",6.83784864864865,2843.04183632946,1787.39538461649,4363.30802981559
"ogl(plate)",6.8480972972973,2843.04026665117,1787.39448349004,4363.30668103966
"ogl(plate)",6.85834594594595,2843.0387073925,1787.393588443,4363.3053412851
"ogl(plate)",6.86859459459459,2843.03715846886,1787.39269942539,4363.3040104782
"ogl(plate)",6.87884324324324,2843.03561979648,1787.39181638768,4363.30268854599
"ogl(plate)",6.88909189189189,2843.03409129237,1787.39093928082,4363.30137541621
"ogl(plate)",6.89934054054054,2843.03257287435,1787.39006805624,4363.30007101727
"ogl(plate)",6.90958918918919,2843.03106446103,1787.38920266585,4363.29877527827
"ogl(plate)",6.91983783783784,2843.02956597177,1787.38834306201,4363.29748812902
"ogl(plate)",6.93008648648649,2843.02807732673,1787.38748919754,4363.29620949996
"ogl(plate)",6.94033513513513,2843.02659844681,1787.38664102572,4363.29493932222
"ogl(plate)",6.95058378378378,2843.02512925366,1787.38579850027,4363.29367752759
"ogl(plate)",6.96083243243243,2843.02366966969,1787.38496157536,4363.2924240485
"ogl(plate)",6.97108108108108,2843.02221961802,1787.3841302056,4363.29117881801
"ogl(plate)",6.98132972972973,2843.02077902252,1787.38330434602,4363.28994176985
"ogl(plate)",6.99157837837838,2843.01934780777,1787.38248395211,4363.28871283835
"ogl(plate)",7.00182702702703,2843.01792589905,1787.38166897975,4363.28749195847
"ogl(plate)",7.01207567567567,2843.01651322235,1787.38085938525,4363.28627906579
"ogl(plate)",7.02232432432432,2843.01510970437,1787.38005512536,4363.2850740965
"ogl(plate)",7.03257297297297,2843.01371527248,1787.3792561572,4363.28387698739
"ogl(plate)",7.04282162162162,2843.01232985474,1787.37846243832,4363.28268767583
"ogl(plate)",7.05307027027027,2843.01095337987,1787.37767392667,4363.2815060998
"ogl(plate)",7.06331891891892,2843.00958577728,1787.3768905806,4363.28033219785
"ogl(plate)",7.07356756756757,2843.00822697702,1787.37611235885,4363.27916590912
"ogl(plate)",7.08381621621622,2843.00687690979,1787.37533922053,4363.2780071733
"ogl(plate)",7.09406486486486,2843.00553550696,1787.37457112517,4363.27685593067
"ogl(plate)",7.10431351351351,2843.00420270049,1787.37380803265,4363.27571212203
"ogl(plate)",7.11456216216216,2843.00287842302,1787.37304990324,4363.27457568878
"ogl(plate)",7.12481081081081,2843.00156260779,1787.37229669759,4363.27344657282
"ogl(plate)",7.13505945945946,2843.00025518866,1787.37154837669,4363.27232471661
"ogl(plate)",7.14530810810811,2842.99895610011,1787.37080490192,4363.27121006316
"ogl(plate)",7.15555675675676,2842.9976652772,1787.37006623502,4363.27010255599
"ogl(plate)",7.16580540540541,2842.99638265562,1787.36933233807,4363.26900213913
"ogl(plate)",7.17605405405405,2842.99510817164,1787.36860317352,4363.26790875715
"ogl(plate)",7.1863027027027,2842.99384176209,1787.36787870415,4363.26682235514
"ogl(plate)",7.19655135135135,2842.99258336442,1787.3671588931,4363.26574287866
"ogl(plate)",7.2068,2842.99133291663,1787.36644370385,4363.2646702738
"ogl(plate)",7.21704864864865,2842.99009035729,1787.36573310021,4363.26360448714
"ogl(plate)",7.2272972972973,2842.98885562553,1787.36502704633,4363.26254546575
"ogl(plate)",7.23754594594595,2842.98762866104,1787.36432550669,4363.26149315717
"ogl(plate)",7.24779459459459,2842.98640940406,1787.36362844609,4363.26044750945
"ogl(plate)",7.25804324324324,2842.98519779536,1787.36293582967,4363.25940847108
"ogl(plate)",7.26829189189189,2842.98399377626,1787.36224762287,4363.25837599106
"ogl(plate)",7.27854054054054,2842.98279728862,1787.36156379147,4363.25735001881
"ogl(plate)",7.28878918918919,2842.98160827481,1787.36088430153,4363.25633050425
"ogl(plate)",7.29903783783784,2842.98042667772,1787.36020911946,4363.25531739774
"ogl(plate)",7.30928648648649,2842.97925244077,1787.35953821194,4363.25431065007
"ogl(plate)",7.31953513513513,2842.97808550789,1787.35887154599,4363.25331021252
"ogl(plate)",7.32978378378378,2842.9769258235,1787.35820908889,4363.25231603677
"ogl(plate)",7.34003243243243,2842.97577333253,1787.35755080826,4363.25132807495
"ogl(plate)",7.35028108108108,2842.97462798039,1787.35689667198,4363.25034627964
"ogl(plate)",7.36052972972973,2842.97348971302,1787.35624664823,4363.24937060382
"ogl(plate)",7.37077837837838,2842.97235847679,1787.3556007055,4363.2484010009
"ogl(plate)",7.38102702702703,2842.97123421859,1787.35495881253,4363.24743742474
"ogl(plate)",7.39127567567567,2842.97011688577,1787.35432093836,4363.24647982956
"ogl(plate)",7.40152432432432,2842.96900642614,1787.35368705231,4363.24552817003
"ogl(plate)",7.41177297297297,2842.96790278799,1787.35305712399,4363.24458240122
"ogl(plate)",7.42202162162162,2842.96680592007,1787.35243112324,4363.24364247859
"ogl(plate)",7.43227027027027,2842.96571577157,1787.35180902023,4363.24270835801
"ogl(plate)",7.44251891891892,2842.96463229215,1787.35119078534,4363.24177999573
"ogl(plate)",7.45276756756757,2842.96355543189,1787.35057638925,4363.24085734839
"ogl(plate)",7.46301621621622,2842.96248514134,1787.3499658029,4363.23994037304
"ogl(plate)",7.47326486486486,2842.96142137148,1787.34935899748,4363.23902902708
"ogl(plate)",7.48351351351351,2842.9603640737,1787.34875594443,4363.2381232683
"ogl(plate)",7.49376216216216,2842.95931319984,1787.34815661547,4363.23722305487
"ogl(plate)",7.50401081081081,2842.95826870216,1787.34756098255,4363.23632834533
"ogl(plate)",7.51425945945946,2842.95723053334,1787.34696901787,4363.23543909857
"ogl(plate)",7.52450810810811,2842.95619864647,1787.34638069388,4363.23455527386
"ogl(plate)",7.53475675675676,2842.95517299506,1787.34579598329,4363.23367683081
"ogl(plate)",7.5450054054054,2842.95415353301,1787.34521485903,4363.23280372941
"ogl(plate)",7.55525405405405,2842.95314021464,1787.34463729427,4363.23193592998
"ogl(plate)",7.5655027027027,2842.95213299466,1787.34406326242,4363.23107339321
"ogl(plate)",7.57575135135135,2842.95113182817,1787.34349273714,4363.2302160801
"ogl(plate)",7.586,2842.95013667068,1787.34292569231,4363.22936395202
"ogl(plate)",7.59624864864865,2842.94914747806,1787.34236210203,4363.22851697067
"ogl(plate)",7.6064972972973,2842.94816420658,1787.34180194063,4363.22767509809
"ogl(plate)",7.61674594594595,2842.9471868129,1787.34124518268,4363.22683829663
"ogl(plate)",7.62699459459459,2842.94621525402,1787.34069180297,4363.22600652898
"ogl(plate)",7.63724324324324,2842.94524948734,1787.34014177649,4363.22517975817
"ogl(plate)",7.64749189189189,2842.94428947062,1787.33959507846,4363.22435794753
"ogl(plate)",7.65774054054054,2842.94333516199,1787.33905168433,4363.22354106071
"ogl(plate)",7.66798918918919,2842.94238651992,1787.33851156975,4363.22272906167
"ogl(plate)",7.67823783783784,2842.94144350327,1787.33797471057,4363.22192191471
"ogl(plate)",7.68848648648649,2842.94050607122,1787.33744108287,4363.2211195844
"ogl(plate)",7.69873513513513,2842.93957418332,1787.33691066294,4363.22032203564
"ogl(plate)",7.70898378378378,2842.93864779946,1787.33638342725,4363.21952923362
"ogl(plate)",7.71923243243243,2842.93772687988,1787.33585935249,4363.21874114384
"ogl(plate)",7.72948108108108,2842.93681138514,1787.33533841557,4363.21795773209
"ogl(plate)",7.73972972972973,2842.93590127616,1787.33482059355,4363.21717896446
"ogl(plate)",7.74997837837838,2842.93499651418,1787.33430586374,4363.2164048073
"ogl(plate)",7.76022702702703,2842.93409706077,1787.33379420361,4363.2156352273
"ogl(plate)",7.77047567567567,2842.93320287783,1787.33328559083,4363.21487019139
"ogl(plate)",7.78072432432432,2842.93231392759,1787.33278000329,4363.21410966679
"ogl(plate)",7.79097297297297,2842.93143017258,1787.33227741902,4363.21335362103
"ogl(plate)",7.80122162162162,2842.93055157567,1787.33177781628,4363.21260202188
"ogl(plate)",7.81147027027027,2842.92967810002,1787.33128117349,4363.21185483739
"ogl(plate)",7.82171891891892,2842.92880970913,1787.33078746928,4363.2111120359
"ogl(plate)",7.83196756756757,2842.92794636678,1787.33029668243,4363.21037358601
"ogl(plate)",7.84221621621622,2842.92708803706,1787.32980879193,4363.20963945657
"ogl(plate)",7.85246486486486,2842.92623468439,1787.32932377692,4363.2089096167
"ogl(plate)",7.86271351351351,2842.92538627344,1787.32884161675,4363.20818403581
"ogl(plate)",7.87296216216216,2842.92454276923,1787.32836229091,4363.20746268351
"ogl(plate)",7.88321081081081,2842.92370413702,1787.32788577909,4363.20674552973
"ogl(plate)",7.89345945945946,2842.92287034241,1787.32741206115,4363.20603254461
