"model","value"
"X30",-0.847796327089946
"X30",-0.982365683892691
"X30",-0.217161176842634
"X30",-1.10716216162824
"X30",-0.243010872033876
"X30",-0.197715497282594
"X30",-1.83258146374831
"X30",-0.521019697378704
"X30",-0.491894690323947
"X30",-0.549300244579032
"X30",-0.480081003114
"X30",-0.70264823203251
"X30",-0.916299841926165
"X30",-1.11885349898695
"X30",-1.68224172528724
"X30",-0.729526429611656
"X30",-0.582204853029761
"X30",-0.55596319677987
"X30",-0.77825337762347
"X30",-0.142246074238384
"X30",-0.72161922869635
"X30",-0.237113789204935
"X30",-0.346490779419204
"X30",-0.195242546223192
"X30",-0.846360712934714
"X30",-0.84890070099778
"X30",-0.758618208172235
"X30",-0.774946573828642
"X30",-0.192228320944234
"X30",-0.431119146888088
"X30",0.0287693677703288
"X30",-0.406109048384028
"X30",-0.598670460684117
"X30",-0.901579175961494
"X30",-0.81757447440565
"X30",-0.143865068928165
"X30",-0.713558650926882
"X30",-0.673873123718274
"X30",-0.0296739873791266
"X30",-1.33101725481347
"X30",-0.503365776875944
"X30",0.744686097473499
"X30",-0.491474958289481
"X30",-0.706315265731491
"X30",-0.354084201397416
"X30",-0.676675128972891
"X30",-0.18897368724172
"X30",-0.956431938023534
"X30",-0.509374461389469
"X30",-0.454620070236269
"X30",-0.416067735263743
"X30",-0.427471012386467
"X30",-0.21088697634594
"X30",-0.552588576640743
"X30",-0.572049552853168
"X30",-1.38043400166757
"X30",-0.70385526822874
"X30",-1.02119227901244
"X30",-1.08835564650565
"X30",-0.75753052437603
"X30",-0.655333339517029
"X30",-1.04017979634466
"X30",-0.421883634237322
"X30",-0.424387456438246
"X30",-0.987047507368361
"X30",-0.515862238207305
"X30",0.765424692417712
"X30",-0.976334746855254
"X30",-0.791030743222689
"X30",-0.700652039659312
"X30",-0.571649078299619
"X30",-1.13964384405592
"X30",-0.604930422363973
"X30",-1.16497285453013
"X30",-0.619692562002825
"X30",-1.06529442085176
"X30",-1.59488509807801
"X30",-0.397915131392778
"X30",-0.535091498109994
"X30",-0.758237956606774
"X30",-0.493604270222682
"X30",-0.58058813441698
"X30",-0.804314026557813
"X30",-0.552592729153524
"X30",-0.489048688945103
"X30",-0.885531334995973
"X30",-0.957061182401311
"X30",-0.404023669315836
"X30",-0.129372622550941
"X30",0.0150557076550304
"X30",-0.895361633505366
"X30",-1.10934405730513
"X30",-0.860484386288596
"X30",-1.10146639879582
"X30",-0.478006216453035
"X30",-0.634563727394759
"X30",-0.708470232999983
"X30",-0.87554805650603
"X30",-0.614730565618443
"X30",-0.375945778988278
"X30",-0.624468533567216
