"model","value","concentration"
"atrazine",0.390143525701282,1.47719279380022
"atrazine",0.0799303137412844,1.08321158008235
"atrazine",-0.345856139914214,0.707614277235185
"atrazine",0.370586983644046,1.44858466066019
"atrazine",0.857935717153925,2.35828749318588
"atrazine",0.620826535973868,1.86046514789497
"atrazine",-0.163673126033519,0.849019498898954
"atrazine",0.645661054060696,1.90724740628003
"atrazine",0.79127360371184,2.20620446790964
"atrazine",0.683821649228316,1.98143563316716
"atrazine",0.335202956117985,1.39822413456959
"atrazine",-0.17102211043105,0.842802938529346
"atrazine",0.178542845802609,1.19547410322364
"atrazine",0.307702674892561,1.36029647850795
"atrazine",0.440541908223351,1.5535488713502
"atrazine",-0.0728736668744003,0.929718276822764
"atrazine",-0.0438159419722451,0.957130108741642
"atrazine",0.334694400511363,1.39751324062651
"atrazine",-0.210567268518937,0.810124557441245
"atrazine",-0.793856429415995,0.452097945330239
"atrazine",-1.12151828677757,0.325784784204052
"atrazine",-0.0632452509625259,0.938713225133948
"atrazine",0.803532324979303,2.23341616306205
"atrazine",1.02047147560576,2.77450256591967
"atrazine",0.357683225282288,1.43001255690011
"atrazine",-0.776331017067789,0.460090984315154
"atrazine",0.571121967415105,1.7702521028199
"atrazine",0.710095620614382,2.03418575943954
"atrazine",0.0480297802156914,1.04920190031812
"atrazine",0.108367338178357,1.11445705282838
"atrazine",0.361276748242267,1.43516058409346
"atrazine",-0.402343349126053,0.668751091164064
"atrazine",-0.316001735182268,0.729058185117691
"atrazine",0.962580581255003,2.61844487203665
"atrazine",-0.259171126140806,0.771690955248833
"atrazine",-0.627373590004522,0.533992443962762
"atrazine",-1.05123833016447,0.349504678838076
"atrazine",0.362209561946973,1.43649994614528
"atrazine",-0.949949725376541,0.386760467202591
"atrazine",-0.0661413935219841,0.935998510808862
"atrazine",0.568635039393967,1.76585508306297
"atrazine",-0.139041471432601,0.870191939603556
"atrazine",-0.177694342893152,0.837198279988717
"atrazine",-0.107869699983105,0.89774456494175
"atrazine",-0.0309034679463098,0.969569163061242
"atrazine",-0.0920379191296426,0.912070563967409
"atrazine",-0.182978457947538,0.832786095465619
"atrazine",-0.0376606482815723,0.963039694621128
"atrazine",-0.326894039888232,0.721160153188755
"atrazine",0.848899198637909,2.33707278251407
"atrazine",-0.395154083549756,0.673576244233778
"atrazine",-0.795960281907476,0.451147797777172
"atrazine",0.338419077602052,1.40272823222862
"atrazine",0.696721515076798,2.0071614601363
"atrazine",0.454351339098817,1.57515131251136
"atrazine",-0.0338480156894466,0.966718419505334
"atrazine",0.321734745479248,1.37951880382233
"atrazine",0.297087790013612,1.34593345377787
"atrazine",0.619435389663598,1.85787876810256
"atrazine",0.418938673408837,1.52034711422526
"atrazine",0.223621769546318,1.25059791574585
"atrazine",-0.573320401891306,0.563650780994145
"atrazine",0.620123714103122,1.85915803168801
"atrazine",0.191755624995584,1.21137445115398
"atrazine",-2.30258509299405,0.1
"atrazine",-0.672829368911313,0.510262811712179
"atrazine",0.654492247097781,1.92416526879738
"atrazine",-0.205544562401758,0.814203810881382
"atrazine",0.274885876129779,1.31638043586483
"atrazine",-0.0181627299989903,0.98200121829812
"atrazine",0.000871904217880325,1.00087228443686
"atrazine",-0.180024310566458,0.835249905766109
"atrazine",0.30908171883986,1.36217368120819
"atrazine",0.403369946416597,1.49686054744145
"atrazine",0.196197731140397,1.21676747436984
"atrazine",0.451183080297005,1.57016872273615
"atrazine",0.16586405749498,1.18041262256668
"atrazine",0.532554746886032,1.7032781996056
"atrazine",-0.290475667201221,0.74790772777897
"atrazine",0.720046439909091,2.05452862055082
"atrazine",0.222779106630807,1.24954452714812
"atrazine",0.0361226112505747,1.03678295995329
"atrazine",0.43276258600338,1.54151020115558
"atrazine",-0.815589247535726,0.442378580058386
"atrazine",-0.123459815975394,0.883857157468245
"atrazine",0.500258954590731,1.64914826992633
"atrazine",0.330983846195922,1.39233730058257
"atrazine",0.516870207585384,1.67677148196724
"atrazine",0.506594242266193,1.65962926363565
"atrazine",-0.362105634325629,0.696208820408032
"atrazine",0.467356648762417,1.59577043148888
"atrazine",0.563515494921119,1.75683781128957
"atrazine",-0.33802860206834,0.71317488932964
"atrazine",0.144734294435351,1.15573244492551
"atrazine",0.273777667037452,1.31492241913976
"atrazine",0.272308483902127,1.31299197573199
"atrazine",-0.106958684894159,0.89856279644046
"atrazine",0.769844011980948,2.15942938240001
"atrazine",0.183529177386946,1.20145002007242
"atrazine",-0.480812050766772,0.618281112244212
"atrazine",0.509748955726083,1.66487318559861
"atrazine",0.178725285693505,1.19569222528508
"atrazine",-0.330516763919705,0.718552315561412
"atrazine",-2.30258509299405,0.1
"atrazine",-0.520394111295691,0.594286286872224
"atrazine",0.637725543826045,1.89217231833418
"atrazine",-0.065056039741953,0.937014951829944
"atrazine",-0.52176323247124,0.593473193671099
"atrazine",-0.546065361290281,0.579224371291234
"atrazine",-0.326902078253417,0.721154356263386
"atrazine",-0.195638913773047,0.822309105569285
"atrazine",0.489243622702473,1.63108203983597
"atrazine",0.39721764685143,1.48767968361713
"atrazine",-0.169093604755956,0.844429857035845
"atrazine",0.0265764877561778,1.0269327920428
"atrazine",0.320649875886065,1.37802301733219
"atrazine",0.165536424540807,1.18002594383982
"atrazine",0.413128620120318,1.5115394278148
"atrazine",0.966943986164315,2.62989517022258
"atrazine",0.0032697364503947,1.00327508786961
"atrazine",-0.955322968389897,0.384687882461683
"atrazine",0.310416478865721,1.36399307013983
"atrazine",0.311625136326718,1.36564266723891
"atrazine",-0.387361531203504,0.678845626680688
"atrazine",-0.121843750931023,0.88528668291658
"atrazine",0.407635928146753,1.50325976696148
"atrazine",0.120841873754718,1.12844646125689
"atrazine",0.332906519827156,1.39501688595479
"atrazine",-0.0725840337328841,0.929987593047575
"atrazine",0.445925786487382,1.56193554550903
"atrazine",-2.30258509299405,0.1
"atrazine",-0.0563127581577465,0.945243457052573
"atrazine",-0.186235290787996,0.830078262234416
"atrazine",0.103505761568787,1.1090521832271
"atrazine",-0.0130600911166667,0.987024821814486
"atrazine",-0.132112186747882,0.876242686747649
"atrazine",-0.082352135512256,0.920947603235136
"atrazine",-1.0061947826627,0.36560755218194
"atrazine",0.0257170331306999,1.02605056907423
"atrazine",0.125674562348613,1.13391309021738
"atrazine",0.413424186876151,1.51198625465012
"atrazine",-0.396390311775976,0.672744064756007
"atrazine",1.66092061088565,5.26415485264253
"atrazine",0.151578559718308,1.16366971578398
"atrazine",0.374170111706191,1.45378443517394
"atrazine",-0.115738041279939,0.890708521603142
"atrazine",0.38725359605618,1.47292997314659
"atrazine",0.866216461263171,2.37789694683414
"atrazine",0.964738897085919,2.62410240623294
"atrazine",-0.559367058479511,0.571570720223799
"atrazine",-0.282548398640617,0.753860155269645
"atrazine",0.0956489423383018,1.10037270191253
"atrazine",-2.30258509299405,0.1
"atrazine",0.0547419809613603,1.05626804224776
"atrazine",-0.248274519962477,0.780145748297431
"atrazine",-0.989978078739361,0.371584836540817
"atrazine",0.536813542386902,1.71054758155712
"atrazine",0.88054260819444,2.41220823533104
"atrazine",0.500624126109464,1.64975060187522
"atrazine",-0.767485925631091,0.464178582078992
"atrazine",0.873691711766188,2.39573892572981
"atrazine",-0.43531981611959,0.647057694502209
"atrazine",0.609750899255518,1.83997300304576
"atrazine",0.607977747490536,1.8367133424584
"atrazine",0.683797116696266,1.98138702413024
"atrazine",-0.252412032889378,0.776924553641553
"atrazine",0.641921879859886,1.90012919239832
"atrazine",-0.647775172695599,0.523208531443862
"atrazine",0.777867696526851,2.17682566035661
"atrazine",-1.41817598885781,0.242155308294945
"atrazine",0.244733807999616,1.27728126589274
"atrazine",0.509086999238158,1.66377147667375
"atrazine",0.60082208379086,1.82361735060385
"atrazine",0.7240254598983,2.06271991685881
"atrazine",0.28208024410672,1.32588511018442
"atrazine",-0.75212133228766,0.471365568406642
"atrazine",-2.20120428701286,0.110669799874799
"atrazine",0.634147704934155,1.88541452697669
"atrazine",0.11452722742564,1.12134317193615
"atrazine",-0.0227221307580287,0.977534072690206
"atrazine",0.319140905426784,1.37594518939158
"atrazine",0.459477357080208,1.58324629625347
"atrazine",-0.0170391640260076,0.983105181524049
"atrazine",0.0139296225516984,1.01402709178797
"atrazine",-0.164685708044421,0.848160232139914
"atrazine",-0.331660865032608,0.717730689158963
"atrazine",-0.263265842238467,0.768537560406269
"atrazine",-0.0820708623645176,0.921206677500009
"atrazine",0.155982681862604,1.16880596137237
"atrazine",0.222480274258266,1.24917117857957
"atrazine",0.665853211915154,1.94615029178581
"atrazine",-0.0679412671436657,0.934315346974807
"atrazine",0.74433887357034,2.1050492711244
"atrazine",0.319320375759137,1.37619215289267
"atrazine",0.928929098675555,2.53179642118921
"atrazine",0.470804857439657,1.60128247882076
"atrazine",-0.0682972578103396,0.93398279862712
"atrazine",0.468891098042798,1.59822093988874
"atrazine",0.28008351734431,1.32324032124018
"atrazine",-0.854808326882729,0.425364714249882
"atrazine",0.09248184515466,1.09689322745264
"atrazine",1.38100510452917,3.97889882758901
"atrazine",0.0372576837896477,1.03796045196311
"atrazine",0.32307458867312,1.38136838149779
"atrazine",-0.0916134899182577,0.912457755519491
"atrazine",-0.101412958396747,0.903559823215174
"atrazine",0.264813195479054,1.30318751172015
"atrazine",-0.145929401698422,0.864218713404367
"atrazine",0.116003736383174,1.12300006808397
"atrazine",0.0487872734778093,1.04999696477818
"atrazine",0.260551977887692,1.29764616100591
"atrazine",0.0359681227959035,1.03662280132762
"atrazine",0.288255020256274,1.33409748262725
"atrazine",-0.463080493734976,0.629341972383345
"atrazine",-0.126562705959889,0.881118896405008
"atrazine",-0.355505278781642,0.700819244637515
"atrazine",-0.13210912653821,0.876245368238097
"atrazine",0.746830439623246,2.11030067982717
"atrazine",-0.17511261918525,0.839362487126727
"atrazine",0.223706726085015,1.25070416672936
"atrazine",0.195883163178634,1.21638477850058
"atrazine",0.376254214321433,1.45681743055628
"atrazine",-0.209188466427331,0.811242329291506
"atrazine",-0.537013734446512,0.584491094405781
"atrazine",0.0626707902741395,1.06467627974449
"atrazine",0.116850958685194,1.12395190193732
"atrazine",-0.00852020710536541,0.991515986992513
"atrazine",-0.711486576161609,0.490913873892326
"atrazine",0.201533888425497,1.2232776913153
"atrazine",0.930628772793052,2.53610330915323
"atrazine",0.7302253721463,2.07554832574775
"atrazine",1.04359905414477,2.83941786526976
"atrazine",0.948416101299673,2.58161739886557
"atrazine",-0.200777176295335,0.818094702138299
"atrazine",0.534067327418542,1.70585649449953
"atrazine",0.133423654931908,1.14273402069815
"atrazine",0.244651583271127,1.27717624610512
"atrazine",0.193373654252082,1.21333607701257
"atrazine",-0.304122691709367,0.737770342592988
"atrazine",0.267298047157017,1.30642976598756
"atrazine",0.40476885182284,1.49895597906726
"atrazine",-0.278469756932812,0.756941159626092
"atrazine",0.638830538605055,1.89426431447647
"atrazine",1.20811916332853,3.34718322347438
"atrazine",0.844962229130986,2.3278898864857
"atrazine",0.278662291492426,1.32136103364976
"atrazine",-0.0469067264179739,0.954176392889901
"atrazine",0.137195576083512,1.14705246261267
"atrazine",0.539588522520736,1.71530090925863
"atrazine",0.198347416524633,1.21938595507199
"atrazine",0.188687549705501,1.207663558693
"atrazine",0.844948622893833,2.32785821287932
"atrazine",0.613310155481562,1.84653360692173
"atrazine",-0.336372408982944,0.714357023300867
"atrazine",0.826226068226853,2.28468022264529
"atrazine",0.436271619100354,1.5469289131304
"atrazine",0.095457024167964,1.10016154066038
"atrazine",0.645932581061029,1.90776534576124
"atrazine",-0.0212655109306702,0.978959005743329
"atrazine",-0.0906600842595917,0.91332811274272
"atrazine",0.07622182308392,1.07920193951032
"atrazine",0.527130859395472,1.69406481904263
"atrazine",0.871386717629565,2.39022312094408
"atrazine",1.13995384878364,3.12662406435267
"atrazine",0.387291802201115,1.47298624919766
"atrazine",-0.0289002913866303,0.97151332788426
"atrazine",0.612499680014942,1.84503764303793
"atrazine",0.249584279036802,1.28349173134452
"atrazine",0.125588994927099,1.13381606834904
"atrazine",0.788273705515109,2.19959599643159
"atrazine",0.081091555894764,1.08447018165945
"atrazine",0.770408173723944,2.16064799355883
"atrazine",0.296295032832486,1.34486687819065
"atrazine",-0.344079343615919,0.70887268129637
"atrazine",-0.177828594587759,0.837085892245198
"atrazine",0.0914185939394067,1.09572757419648
"atrazine",-0.171604853563804,0.842311943980399
"atrazine",0.235285414328306,1.26526984334497
"atrazine",-0.046784428893897,0.954293093436233
"atrazine",0.211356475510298,1.23535264954578
"atrazine",-0.640729495626508,0.526907906794696
"atrazine",0.499807597426341,1.64840408299924
"atrazine",0.0604770446554224,1.06234321083596
"atrazine",0.733290862373078,2.08192066103111
"atrazine",0.544130026175364,1.72310867067557
"atrazine",0.00874189639662438,1.00878021836041
"atrazine",-0.270899402539843,0.762693217546589
"atrazine",0.427860689562948,1.53397236772071
"atrazine",-0.0602527930488706,0.941526492145364
"atrazine",0.515604525970697,1.67465056561603
"atrazine",0.568834931866903,1.76620809948386
"atrazine",-0.384698686483633,0.6806556960706
"atrazine",-0.843092431468656,0.430377550347313
"atrazine",0.80368724778747,2.23376219696942
"atrazine",-0.0348200271173275,0.965779214686888
"atrazine",0.578496672149589,1.78335544664288
"atrazine",0.323796082342058,1.3823653896638
"atrazine",0.169916239147661,1.1852055733336
"atrazine",-0.126416399631108,0.881247819106834
"atrazine",0.67825100455193,1.97042844633367
"atrazine",-1.42124588645628,0.241413056197452
"atrazine",-2.30258509299405,0.1
"atrazine",0.155803795361567,1.16859689646355
"atrazine",0.100250225233956,1.10544749432892
"atrazine",0.566909961853036,1.76281147210588
"atrazine",0.602378543550801,1.82645794769167
"atrazine",0.497740271573066,1.64499981470019
"atrazine",-0.0329643491199237,0.96757305380506
"atrazine",0.0712768103976528,1.07387844544924
"atrazine",0.52848059120648,1.69635289601657
"atrazine",0.963694796537668,2.62136400930156
"atrazine",0.296582055666807,1.3452529410956
"atrazine",-0.688627046018312,0.502265182879728
"atrazine",0.0291400297814049,1.02956875466919
"atrazine",0.0441880675778717,1.04517890067021
"atrazine",0.0424645731343182,1.04337909206797
"atrazine",0.349624692027747,1.41853506115874
"atrazine",0.468280089060018,1.59724471081074
"atrazine",0.0519062346960127,1.05327697704711
"atrazine",-2.30258509299405,0.1
"atrazine",-0.0742859577711738,0.928406170919545
"atrazine",0.591798113526424,1.80723510945658
"atrazine",0.869018171337523,2.38456846613322
"atrazine",0.973398020661038,2.64692349596594
"atrazine",-0.215781114152415,0.805911685231165
"atrazine",-0.0237969562790607,0.976483958567025
"atrazine",0.792643528949151,2.20922887422117
"atrazine",0.608076945396117,1.83689554961226
"atrazine",-0.563619789486216,0.569145145014518
"atrazine",0.762984837661691,2.1446681626
"atrazine",-0.618451548841464,0.538778063530253
"atrazine",0.188632417312902,1.20759697914692
"atrazine",0.408489278379941,1.50454312153174
"atrazine",0.762750220070445,2.14416504474412
"atrazine",0.295661488910277,1.34401511579673
"atrazine",-0.316046178573661,0.729025784019434
"atrazine",0.888622088115477,2.43177656786029
"atrazine",0.0810604355664399,1.08443643311647
"atrazine",-0.0122495544971965,0.987825165887166
"atrazine",0.999705527195614,2.7174814862312
"atrazine",0.387226372119362,1.47288987473988
"atrazine",0.10930829327475,1.11550620039492
"atrazine",0.597020421352568,1.81669773437669
"atrazine",-0.0734634413585894,0.929170114367614
"atrazine",0.726259268579492,2.06733278873443
"atrazine",0.691456431008755,1.99662135792127
"atrazine",0.525262586820122,1.69090279887786
"atrazine",0.461830971542323,1.58697703627305
"atrazine",0.353735910118243,1.42437897273047
"atrazine",-0.0134300735426389,0.986659707523517
"atrazine",0.658845864363723,1.93256060972432
"atrazine",0.108849259877723,1.11499426330145
"atrazine",0.303388171629013,1.35444011764072
"atrazine",-1.10776488853593,0.330296385893509
"atrazine",0.909134540207614,2.48217338225694
"atrazine",0.057762010015023,1.05946282416272
"atrazine",-0.789281920219858,0.454170809091124
"atrazine",-0.814811405079899,0.442722814762331
"atrazine",0.336725542332971,1.4003546729149
"atrazine",-0.094472135740842,0.909853086655023
"atrazine",0.48373033664782,1.62211416192573
"atrazine",0.824705306356277,2.28120840864651
"atrazine",1.09004179060719,2.97439837187975
"atrazine",0.67026377279962,1.9547528632752
"atrazine",0.0525905333379662,1.05399797971455
"atrazine",0.699475349180772,2.01269646756557
"atrazine",0.526226765070799,1.69253391679839
"atrazine",-0.543125229568576,0.580929873210816
"atrazine",-0.605447442784406,0.545830144233036
"atrazine",0.500050411644551,1.6488043875458
"atrazine",-0.0427487121924067,0.958152131766569
"atrazine",-1.00003814912276,0.367865407161173
"atrazine",-0.547976850144456,0.578118247869535
"atrazine",0.202169003663637,1.22405486038737
"atrazine",-0.229718713552736,0.794757125473132
"atrazine",-0.186800262080753,0.82960942429797
"atrazine",0.319704035188757,1.37672024328605
"atrazine",0.0294618869178989,1.02990018205367
"atrazine",0.0750898764168138,1.07798103160343
"atrazine",-0.53188266351518,0.58749786705495
"atrazine",0.689246443308449,1.99221372148318
"atrazine",0.339226731799105,1.40386160919943
"atrazine",0.26357957322197,1.30158086180384
"atrazine",0.878526030244783,2.4073487308253
"atrazine",-0.321161121259066,0.725306379298095
"atrazine",0.135600779348679,1.14522460500869
"atrazine",0.480359298233724,1.6166551591974
"atrazine",0.189194211494531,1.20827559070572
"atrazine",-0.19975756062327,0.81892926971462
"atrazine",-0.149552943812577,0.86109284727452
"atrazine",0.415087999247872,1.51450401004194
"atrazine",0.038090173637604,1.0388249032755
"atrazine",0.138740264870615,1.14882567086475
"atrazine",0.528717620561189,1.69675502910566
"atrazine",-0.17854505503627,0.83648636810471
"atrazine",0.235208925139692,1.26517306758247
"atrazine",-0.210199462112983,0.810422581247265
"atrazine",-0.201085195760562,0.81784275185043
"atrazine",0.351604694211271,1.42134654613192
"atrazine",-0.0798961147610341,0.923212249530248
"atrazine",0.109215100094365,1.11540224766828
"atrazine",0.812790756696564,2.25419011280907
"atrazine",0.713939687630913,2.04202035452964
"atrazine",0.230123088675222,1.25875493887214
"atrazine",0.312639099072764,1.36702808028781
"atrazine",-0.76137085829714,0.467025761839062
"atrazine",-0.216063609078738,0.805684051423235
"atrazine",-0.101380084744467,0.90358952701485
"atrazine",-1.6749072184398,0.187325559033326
"atrazine",-0.411368085567185,0.662742940587513
"atrazine",-0.225809599958799,0.797870001685524
"atrazine",0.687285484545274,1.98831090041415
"atrazine",-0.00019776676255042,0.999802252792007
"atrazine",0.84263438755938,2.32247722998143
"atrazine",-0.562380705058812,0.569850800994021
"atrazine",0.0543782921480285,1.0558839592245
"atrazine",-0.122431237549894,0.884766741580745
"atrazine",0.527457686914764,1.69461857653162
"atrazine",0.253728267533049,1.28882154202407
"atrazine",0.10017932074237,1.10536911591508
"atrazine",0.304764428523452,1.35630545849041
"atrazine",-1.88859817623922,0.151283733393316
"atrazine",-2.30258509299405,0.1
"atrazine",0.265604969729765,1.30421975063195
"atrazine",-0.186409895020537,0.829933339708902
"atrazine",0.255354669717967,1.29091938970559
"atrazine",-0.206820087257178,0.81316593574171
"atrazine",-0.257477336388748,0.772999145067086
"atrazine",0.705516514573068,2.02489230124355
"atrazine",0.589114476908249,1.80239164908983
"atrazine",0.351986732882266,1.42188965921593
"atrazine",-0.0782466615936268,0.924736301480042
"atrazine",0.626499429300393,1.87104936138892
"atrazine",-0.180858285512646,0.834553618654254
"atrazine",0.753396243871373,2.12420208801755
"atrazine",0.130508097676966,1.13940716640737
"atrazine",0.247372707958255,1.28065633464826
"atrazine",-1.5513718020086,0.21195701124708
"atrazine",0.737801565286416,2.09133279834114
"atrazine",-0.408857507714706,0.664408898719789
"atrazine",-0.409273241401434,0.664132738967263
"atrazine",0.311042410631249,1.36484710398597
"atrazine",-0.164255978125449,0.84852479029291
"atrazine",0.25468400456286,1.29005390531041
"atrazine",-0.449999010922866,0.63762878228551
"atrazine",0.572351613645709,1.77243022553109
"atrazine",0.797102095215473,2.21910085864913
"atrazine",0.598825848978267,1.81998061326226
"atrazine",-1.33029771823054,0.26439853331753
"atrazine",-0.522728582083871,0.592900560993319
"atrazine",0.253809218942623,1.28892587816761
"atrazine",-0.666859281815143,0.513318236641408
"atrazine",0.55865362935499,1.74831703225501
"atrazine",0.326431902342347,1.38601386225177
"atrazine",-0.00591502472149686,0.994102434596171
"atrazine",-0.19097279436275,0.82615506392044
"atrazine",0.200723567627749,1.22228684546632
"atrazine",0.303906725045006,1.35514264932484
"atrazine",0.620350420190709,1.8595795619115
"atrazine",-0.605044997652086,0.546049855125481
"atrazine",0.437869013790761,1.54940194383987
"atrazine",-0.0604080038921557,0.941380368364834
"atrazine",-0.306817989817258,0.735784508993506
"atrazine",-0.65744501753861,0.518173569010186
"atrazine",-0.403606842900104,0.667906661901885
"atrazine",0.0997475974882787,1.10489200536066
"atrazine",-0.34193432805405,0.710394856189913
"atrazine",0.402654372776363,1.49578981662966
"atrazine",0.62077958716278,1.86037780331859
"atrazine",0.0846110848613696,1.08829373047574
"atrazine",0.529850793329872,1.69867883549642
"atrazine",0.550476736456141,1.73407951976487
"atrazine",0.142294267723085,1.15291586455077
"atrazine",-0.189957729093983,0.826994090994021
"atrazine",0.723466924786111,2.06156813704331
"atrazine",-1.11426716475404,0.328155674848208
"atrazine",0.516570156613257,1.67626844052685
"atrazine",0.468261858358015,1.59721559218382
"atrazine",-0.399908995127979,0.670381051201483
"atrazine",0.199468782282236,1.2207540996792
"atrazine",0.0133670034025897,1.01345674118855
"atrazine",0.184069222792275,1.20209903286791
"atrazine",-0.579761700824228,0.560031805783267
"atrazine",-0.0944148682538789,0.909905193146791
"atrazine",0.0411400961792857,1.04199807526951
"atrazine",1.16040259583698,3.19121778852573
"atrazine",0.072983706430815,1.07571300956757
"atrazine",0.135475330650138,1.14508094708349
"atrazine",0.780041010043229,2.18156172960456
"atrazine",-0.263840922505705,0.768095716680629
"atrazine",0.0545854671407403,1.05610273463767
"atrazine",-0.918109629192557,0.399273102349138
"atrazine",-0.130354416898464,0.877784274204236
"atrazine",0.0446252285674027,1.04563591199915
"atrazine",-1.57087196355719,0.207863853607275
"atrazine",-0.168018110923073,0.845338524685029
"atrazine",0.247345398062741,1.28062136053515
"atrazine",0.518405561545502,1.67934789705073
"atrazine",-1.80330484301127,0.164753503048656
"atrazine",-0.0907934312012766,0.913206331351899
"atrazine",-0.611970730967331,0.542281125125673
"atrazine",-0.0638924070727418,0.938105927663891
"atrazine",0.781864296969829,2.18554297095545
"atrazine",-0.0134584481646731,0.986631711824425
"atrazine",0.652386052250482,1.9201168666813
"atrazine",0.741354180638039,2.09877571242316
"atrazine",0.402887587377828,1.49613869733608
"atrazine",0.156406443397787,1.1693013613392
"atrazine",0.370435947857922,1.44836588905879
"atrazine",-0.867418350467236,0.420034532659315
"atrazine",-0.183160257170597,0.832634709361844
"atrazine",0.785068927685086,2.19255806347662
"atrazine",0.719477981870338,2.05336103913258
"atrazine",0.680324174740305,1.97451771725957
"atrazine",0.898194030649899,2.45516515194016
"atrazine",0.0232615340493427,1.02353419358766
"atrazine",0.317551325403727,1.37375975182982
"atrazine",0.924324719614149,2.52016586704732
"atrazine",-2.30258509299405,0.1
"atrazine",0.374579397003873,1.45437956955083
"atrazine",0.0806658622056221,1.08400862779431
"atrazine",-0.751802132113391,0.471516052394202
"atrazine",-0.563150827528903,0.569412115030216
"atrazine",-0.137968919826153,0.871125766065311
"atrazine",-0.216158825710401,0.805607340553807
"atrazine",-0.350608730793181,0.704259254914631
"atrazine",0.411372979690801,1.50888803621069
"atrazine",0.833420502893513,2.30117647469149
"atrazine",0.870092090501821,2.38713067546418
"atrazine",-0.0330683326339354,0.967472447389657
"atrazine",0.328620751953532,1.38905096081868
"atrazine",0.0568921529557801,1.05854164365189
"atrazine",-0.0983301643745329,0.906349609996479
"atrazine",-0.135770076932467,0.873043342217269
"atrazine",0.155799609939657,1.16859200540273
"atrazine",-0.0943082284500989,0.910002230431973
"atrazine",-0.0382617843363019,0.9624609507079
"atrazine",-0.374117331094125,0.687896195480543
"atrazine",0.663327302248051,1.9412406951593
"atrazine",0.0926222948052056,1.09704729654234
"atrazine",0.079720333397346,1.08298415082088
"atrazine",0.168993092883861,1.18411196009689
"atrazine",-0.517450457175511,0.596038237452345
"atrazine",0.606925803346409,1.83478223849819
"atrazine",0.803851230505261,2.23412852540032
"atrazine",1.06126354202767,2.89002034539224
"atrazine",0.478578166766087,1.61377824666133
"atrazine",0.555570181876508,1.74293449116629
"atrazine",0.215017430757549,1.23988350888654
"atrazine",-0.851062521674011,0.426961035499845
"atrazine",0.313260369227581,1.36787763790996
"atrazine",-0.144019011075525,0.865871286758304
"atrazine",-0.221473802904541,0.801336914572609
"atrazine",0.00200645246718202,1.00200846673989
"atrazine",0.758286746897524,2.13461594850958
"atrazine",-0.324103347013534,0.723175500489497
"atrazine",-0.197560820984207,0.820730221489835
"atrazine",0.576124995199843,1.77913091522896
"atrazine",-0.256348796957949,0.77387199751383
"atrazine",-0.622357076397564,0.536677954642518
"atrazine",-0.0439639081718581,0.956988496314101
"atrazine",0.000908450631872929,1.00090886339813
"atrazine",0.666941294362941,1.94826901622346
"atrazine",0.176928127273989,1.19354530668951
"atrazine",0.660528793189516,1.93581570996476
"atrazine",0.664309122547097,1.9431475806354
"atrazine",-1.46551065277644,0.230960020982953
"atrazine",0.787727462997819,2.19839481167644
"atrazine",0.838073633260122,2.31190909961138
"atrazine",-0.148770564177598,0.861766812395968
"atrazine",0.476204187614086,1.6099517145986
"atrazine",-0.260604371903975,0.770585724679459
"atrazine",0.150164385807245,1.16202524748696
"atrazine",0.355622671927544,1.42706897347552
"atrazine",0.91093192393305,2.48663881214126
"atrazine",0.23847437816764,1.26931118354141
"atrazine",-0.0106623067113195,0.989394334194574
"atrazine",0.0242048573640249,1.02450017279957
"atrazine",0.213657961102594,1.23819907011165
"atrazine",0.384700582112249,1.46917435849489
"atrazine",0.157745719827055,1.17086842822479
"atrazine",-0.41217268932325,0.662209909596336
"atrazine",0.0452638625801008,1.04630390393593
"atrazine",-0.533400967231094,0.58660654368133
"atrazine",0.992189072607679,2.69713223297144
"atrazine",0.710209699504761,2.03441783033075
"atrazine",0.893777179040637,2.44434496495848
"atrazine",0.667713625309529,1.94977430589304
"atrazine",0.0336603098970174,1.03423322825979
"atrazine",0.888731478594189,2.43204259561335
"atrazine",0.709558813979337,2.0330940880614
"atrazine",-0.173746394171855,0.840510028873567
"atrazine",-0.828108115029686,0.436875022265062
"atrazine",0.2128214472026,1.23716373247608
"atrazine",-0.868930786882556,0.419399737301243
"atrazine",0.268620322047314,1.30815836785462
"atrazine",0.131937271867013,1.14103674191781
"atrazine",0.32457378587572,1.38344087826359
"atrazine",0.849017432726917,2.33734912052142
"atrazine",-0.345819137174592,0.707640461386478
"atrazine",-0.0585772104069576,0.943105420035173
"atrazine",-0.324789287419342,0.722679615286513
"atrazine",-0.332473016474422,0.717148019784841
"atrazine",0.137225512069591,1.1470868012732
"atrazine",-0.651508101798454,0.521259071950782
"atrazine",0.518823246684807,1.6800494822217
"atrazine",0.442286114706638,1.55626094588514
"atrazine",0.866125344531001,2.37768029050556
"atrazine",-0.278502748470371,0.756916187385333
"atrazine",-0.830407394686872,0.435871678339805
"atrazine",0.363640749832332,1.43855731935815
"atrazine",0.6922526600134,1.99821175883538
"atrazine",0.698565783231055,2.01086661970137
"atrazine",0.218653794328582,1.2444003836327
"atrazine",0.00766005074389761,1.00768946398694
"atrazine",0.796694101905793,2.21819566501433
"atrazine",0.612018692688705,1.84415041670461
"atrazine",0.217697754430003,1.24321125573357
"atrazine",0.149932761179136,1.16175612499006
"atrazine",-2.30258509299405,0.1
"atrazine",-0.309625782976672,0.733721475922785
"atrazine",0.590652712277343,1.80516628514798
