"model","value","concentration"
"ametryn",-1.84998348364582,0.157239763319803
"ametryn",-1.49644328815347,0.223925182827539
"ametryn",-1.47893174607194,0.227880993171113
"ametryn",-1.4778623771289,0.228124812371025
"ametryn",-1.78024960556345,0.168596059501717
"ametryn",-1.82893258986529,0.160584886260438
"ametryn",-1.70759066779907,0.181302083769432
"ametryn",-0.40918997,0.664188044533829
"ametryn",-2.0228814390888,0.132273776607826
"ametryn",-1.69240581245414,0.184076138189537
"ametryn",-0.46755312,0.626533446373481
"ametryn",-0.42142736,0.656109646467313
"ametryn",-1.51936742441824,0.218850282519554
"ametryn",-1.82650190039878,0.160975693024479
"ametryn",-1.88729656669111,0.151480773952293
"ametryn",-1.46540303489072,0.230984877749588
"ametryn",-1.64983401893867,0.192081787914021
"ametryn",-1.58660672263248,0.204618763259764
"ametryn",-1.55252437418865,0.211712856222722
"ametryn",-1.76267006880239,0.171586104930999
"ametryn",-0.45089839,0.637055570105903
"ametryn",-1.69968569267002,0.182740951847926
"ametryn",-2.30258509299405,0.1
"ametryn",-1.70597832460071,0.181594640738786
"ametryn",-1.59863532420935,0.20217222937051
"ametryn",-1.88815505802539,0.151350784825798
"ametryn",-0.4632886,0.629211016002943
"ametryn",-1.9393228836775,0.143801287018304
"ametryn",-1.30642997416163,0.270785042445372
"ametryn",-1.80898698776764,0.163820004443953
"ametryn",-1.77915697864052,0.16878037276991
"ametryn",-1.43929008781023,0.237096016303107
"ametryn",-1.18023040032255,0.307207949635858
"ametryn",-1.62451732284771,0.197006742912495
"ametryn",-1.93124906202967,0.144967012560008
"ametryn",-1.84703173460057,0.157704581316608
"ametryn",-1.67635160851687,0.187055183165793
"ametryn",-1.68819183580129,0.184853467411518
"ametryn",-1.60620375185186,0.20064787922445
"ametryn",-1.53370845839071,0.215734140935869
"ametryn",-0.47436814,0.622278124925839
"ametryn",-1.35844202448941,0.257060959815182
"ametryn",-1.62744689079792,0.196430442839761
"ametryn",-1.64699168728617,0.192628524695224
"ametryn",-1.6267662323158,0.196564190399868
"ametryn",-1.64898885214706,0.192244197684445
"ametryn",-1.7390198349373,0.175692523922318
"ametryn",-1.71486831512766,0.179987420773136
"ametryn",-1.71177625860672,0.18054481335181
"ametryn",-0.44962888,0.637864832097116
"ametryn",-1.75745749884455,0.172482844635534
"ametryn",-1.88555999508287,0.151744059704649
"ametryn",-1.56586692009254,0.20890682912095
"ametryn",-1.71731051625619,0.179548391607973
"ametryn",-1.65376559278151,0.191328086767676
"ametryn",-1.89691465332699,0.150030802896129
"ametryn",-1.40179023145975,0.246155893226016
"ametryn",-1.5962942062532,0.202646092875674
"ametryn",-1.61531255631733,0.198828515619262
"ametryn",-1.80388116646707,0.164658579096501
"ametryn",-1.55145124444303,0.211940173534936
"ametryn",-1.58832644397027,0.204267178407109
"ametryn",-1.72028138673272,0.17901576816162
"ametryn",-2.01739281454323,0.133001773728708
"ametryn",-0.36658291,0.693098669289614
"ametryn",-1.83874258656555,0.159017250876979
"ametryn",-0.943776061904004,0.389155581880277
"ametryn",-1.98060597739255,0.137985595819461
"ametryn",-1.54434199171211,0.213452278391559
"ametryn",-2.14650829652762,0.116891596825892
"ametryn",-1.61825222541051,0.198244883839502
"ametryn",-1.65546284339111,0.191003630475483
"ametryn",-2.09397483766792,0.123196475324884
"ametryn",-1.86931058121686,0.154229954198286
"ametryn",-1.71389371083338,0.180162922794957
"ametryn",-1.03700165031149,0.354516053080066
"ametryn",-1.53889945586692,0.214617167166953
"ametryn",-1.71784938762348,0.179451664184853
"ametryn",-1.77586734608785,0.169336512424452
"ametryn",-1.71264641399356,0.180387779641678
"ametryn",-1.55435857979878,0.211324887230325
"ametryn",-1.5835618529791,0.20524275021991
"ametryn",-1.69361710691643,0.183853302769608
"ametryn",-1.66113330974839,0.189923615802103
"ametryn",-1.04242970330679,0.352596934407229
"ametryn",-1.95012922302456,0.142255687688504
"ametryn",-2.30258509299405,0.1
"ametryn",-1.67383113798533,0.187527244901673
"ametryn",-1.82900011034549,0.160574043857851
"ametryn",-1.12192135317883,0.325653497763854
"ametryn",-1.44824740808809,0.234981754544552
"ametryn",-1.81877288578547,0.162224697075827
"ametryn",-1.61672750641932,0.19854738213264
"ametryn",-1.60012088194767,0.201872113825373
"ametryn",-1.54343728681408,0.213645477094045
"ametryn",-1.58734123180885,0.204468524083273
"ametryn",-1.66593040330215,0.189014716230146
"ametryn",-1.02350132387142,0.359334588238876
"ametryn",-1.59199780616373,0.203518614576231
"ametryn",-2.14835322959407,0.116676138467955
"ametryn",-1.50461175566112,0.222103507524319
"ametryn",-1.63904050931721,0.194166253653866
"ametryn",-1.92732996097078,0.145536267688007
"ametryn",-1.62788813020778,0.196343789106011
"ametryn",-1.17321925439258,0.309369397661331
"ametryn",-1.79061845874243,0.16685694361429
"ametryn",-2.02575835251623,0.131893783269863
"ametryn",-1.67927136779729,0.186509823605546
"ametryn",-1.2690811567465,0.281089780605005
"ametryn",-1.68101982827088,0.186184003475849
"ametryn",-0.54823849,0.577967008880611
"ametryn",-1.67143382301725,0.187977346074373
"ametryn",-1.52961892454777,0.216618199467844
"ametryn",-2.13674625038429,0.118038285897314
"ametryn",-1.94687253138559,0.142719725801583
"ametryn",-1.51466848637929,0.219881066334917
"ametryn",-1.51348051855296,0.220142433184309
"ametryn",-1.83695149970527,0.159302319800976
"ametryn",-1.60996930103065,0.199893750513073
"ametryn",-1.2833516370267,0.277106980260887
"ametryn",-1.64431339039102,0.193145132580666
"ametryn",-1.73232664416273,0.176872411704812
"ametryn",-1.94348306868938,0.143204289729972
"ametryn",-1.83665274637137,0.159349919009972
"ametryn",-1.97225367523642,0.139142919640068
"ametryn",-1.74328290077228,0.17494512935416
"ametryn",-1.62406902926155,0.19709507957067
"ametryn",-1.61337758032631,0.199213616483624
"ametryn",-1.04445901636378,0.351882130370268
"ametryn",-1.54125715091331,0.214111761365548
"ametryn",-1.03142818251063,0.356497453393111
"ametryn",-1.65320074835745,0.191436187897939
"ametryn",-1.58223476789809,0.205515305623816
"ametryn",-1.5805070930119,0.205870676150042
"ametryn",-2.30258509299405,0.1
"ametryn",-0.46128356,0.630473874876671
"ametryn",-1.92833172469436,0.14539054773524
"ametryn",-1.71987593510514,0.179088365112466
"ametryn",-0.41968111,0.657256378886798
"ametryn",-1.97034003418562,0.139409444177833
"ametryn",-2.23793751781451,0.106678299732115
"ametryn",-1.54636630177418,0.213020621847388
"ametryn",-1.59843080778186,0.202213581141012
"ametryn",-1.1458703499056,0.317947072127384
"ametryn",-1.60884143907555,0.200119330256832
"ametryn",-1.83238459351317,0.160031502338458
"ametryn",-1.6305938838506,0.195813249262129
"ametryn",-1.34544416431933,0.260424011114062
"ametryn",-1.69985646070235,0.182709748199522
"ametryn",-1.81741357232696,0.162445361231766
"ametryn",-1.65194560289764,0.191676619016472
"ametryn",-1.2787264194536,0.278391628935262
"ametryn",-1.61038950790612,0.199809771430273
"ametryn",-2.100018954379,0.122454107189427
"ametryn",-1.68424906032451,0.185583741837637
"ametryn",-1.61687998393494,0.198517110429016
"ametryn",-1.71523656840162,0.179921152018756
"ametryn",-2.08524294688459,0.124276923806407
"ametryn",-1.81521373444781,0.162803108038914
"ametryn",-1.92193871457772,0.146323008417213
"ametryn",-1.33359169850072,0.263529042594149
"ametryn",-1.55771603578059,0.210616562972729
"ametryn",-1.55421310608766,0.211355631682123
"ametryn",-1.89929085045242,0.149674723358693
"ametryn",-1.62526641930055,0.196859221121116
"ametryn",-1.66938294049601,0.188363261125776
"ametryn",-1.78285365571077,0.168157598043716
"ametryn",-1.71319476579082,0.180288890793925
"ametryn",-1.73321543053935,0.176715279753601
"ametryn",-1.96422324978323,0.140264795022964
"ametryn",-1.85845364256423,0.155913542117345
"ametryn",-1.75381408088322,0.17311241793259
"ametryn",-2.30258509299405,0.1
"ametryn",-1.80030206566713,0.165248964643119
"ametryn",-1.41133934639258,0.243816509608206
"ametryn",-1.3671623219687,0.254829057345491
"ametryn",-1.80777172383704,0.164019210005613
"ametryn",-1.65336496080958,0.191404754273064
"ametryn",-1.81744666651587,0.16243998532325
"ametryn",-1.69667317665904,0.183292291934688
"ametryn",-1.65375130536295,0.191330820371662
"ametryn",-1.55478541316662,0.211234705964556
"ametryn",-1.62470387122924,0.196969995051186
"ametryn",-1.6004697987061,0.20180168954862
"ametryn",-1.6861575030757,0.185229903638156
"ametryn",-1.53921365042413,0.214549746213348
"ametryn",-1.46713691302322,0.230584725129309
"ametryn",-1.57409066446444,0.207195877617236
"ametryn",-1.7324984771251,0.176842021805415
"ametryn",-1.08074625401304,0.339342195657134
"ametryn",-1.83399144070914,0.159774562654348
"ametryn",-0.41256251,0.661951816789451
"ametryn",-1.0769716928375,0.340625483935522
"ametryn",-2.00465289998977,0.134707044398287
"ametryn",-1.69262092586278,0.184036545202645
"ametryn",-1.40838306537054,0.244538366208176
"ametryn",-1.58641143824829,0.204658726010864
"ametryn",-2.16891673866457,0.114301368123958
"ametryn",-1.62942332641281,0.196042594121948
"ametryn",-1.59848671469016,0.202202276320886
"ametryn",-1.32946505892445,0.264618778898857
"ametryn",-1.57269096464258,0.207486092709852
"ametryn",-1.68023053891021,0.186331014538421
"ametryn",-1.65245151694956,0.191579671647073
"ametryn",-1.70067822239983,0.182559666001042
"ametryn",-1.88925196742444,0.151184857747492
"ametryn",-1.56994054320444,0.208057552424634
"ametryn",-1.15114680087813,0.316273858187091
"ametryn",-1.80421839793801,0.164603060403521
"ametryn",-1.52009217930341,0.218691727172
"ametryn",-1.64427371440941,0.19315279595542
"ametryn",-1.5043608396162,0.222159243850267
"ametryn",-1.19357960388629,0.303134219203311
"ametryn",-1.7240900052512,0.178335262108473
"ametryn",-1.56880829168344,0.208293259319385
"ametryn",-1.67108480087569,0.188042965780963
"ametryn",-0.42016186,0.65694047882321
"ametryn",-1.48693442340645,0.22606461275911
"ametryn",-1.3616926739205,0.256226701427794
"ametryn",-1.61460739159628,0.198968771920103
"ametryn",-1.79468745319916,0.166179383065564
"ametryn",-1.52520394621691,0.21757667839953
"ametryn",-1.49580960068876,0.224067126378103
"ametryn",-1.71226233692102,0.180457075758678
"ametryn",-2.00183877270146,0.135086661062137
"ametryn",-1.78744225812833,0.167387757280162
"ametryn",-1.01673763599238,0.361773253125045
"ametryn",-2.03539645045057,0.130628684436218
"ametryn",-1.69115676278826,0.18430620207914
"ametryn",-1.62993851624072,0.19594162098402
"ametryn",-1.59183570735059,0.20355160737608
"ametryn",-0.89087631157877,0.410296047991063
"ametryn",-1.37395592550256,0.253103717035796
"ametryn",-1.55704249956513,0.210758468639405
"ametryn",-1.67034833972528,0.188181503127294
"ametryn",-1.91458765857062,0.14740260025567
"ametryn",-1.74090579583907,0.175361486950981
"ametryn",-1.55412216337531,0.211374853810582
"ametryn",-1.66160956788399,0.189833184670926
"ametryn",-1.74729245113877,0.174245082421219
"ametryn",-1.8006761272796,0.165187162908495
"ametryn",-1.18531705201715,0.305649257421247
"ametryn",-1.80131319177263,0.165081961545885
"ametryn",-1.85464100532002,0.156509118531855
"ametryn",-1.69940456098849,0.182792333341148
"ametryn",-1.75092731737923,0.173612874545165
"ametryn",-1.51141120987312,0.220598447486552
"ametryn",-0.58004867,0.559871116975025
"ametryn",-1.02616268198406,0.358379541641522
"ametryn",-0.42382308,0.654539672824608
"ametryn",-1.77951682812634,0.168719648166067
"ametryn",-1.65568040964572,0.190962079051242
"ametryn",-1.7320563822248,0.176920220045662
"ametryn",-1.92854061277415,0.145360180554686
"ametryn",-1.71796851019616,0.179430288714119
"ametryn",-1.91610899931216,0.147178521168035
"ametryn",-1.90331790334217,0.149073187353056
"ametryn",-1.09846318529582,0.333383038162918
"ametryn",-1.3442965074452,0.260723060090588
"ametryn",-1.81030060229806,0.16360494938639
"ametryn",-1.53459730233648,0.215542472145244
"ametryn",-1.6761810911532,0.187087082042066
"ametryn",-1.47975369176887,0.227693764325876
"ametryn",-1.63562124027063,0.194831296647396
"ametryn",-1.7680731560103,0.170661510324371
"ametryn",-1.74832589095049,0.17406510363069
"ametryn",-1.10984787283856,0.329609099758095
"ametryn",-1.63795432232151,0.194377269093956
"ametryn",-1.69150097077409,0.184242773329514
"ametryn",-1.59432745876736,0.203045038753658
"ametryn",-1.27236229819738,0.280168996711632
"ametryn",-1.73997843801907,0.175524185225329
"ametryn",-2.03610245566316,0.130536492451932
"ametryn",-1.45497700178458,0.233405731754726
"ametryn",-1.62756046184075,0.196408135296294
"ametryn",-1.7145473321743,0.180045202940073
"ametryn",-1.63575988319743,0.194804286538619
"ametryn",-1.59829718050814,0.202240604196038
"ametryn",-0.47882539,0.619510648003574
"ametryn",-1.27176351309569,0.280336807969245
"ametryn",-2.23608126907924,0.106876505093386
"ametryn",-1.68224330801717,0.185956350411368
"ametryn",-1.66272188049456,0.189622148216724
"ametryn",-0.949782276682604,0.386825235160194
"ametryn",-1.43403683913481,0.238344817897468
"ametryn",-0.48589668,0.615145360848979
"ametryn",-1.86470903471137,0.154941285862778
"ametryn",-1.75242362033384,0.173353291344014
"ametryn",-1.55394573949611,0.211412148672011
"ametryn",-1.54499230854481,0.213313511907924
"ametryn",-1.7320608280783,0.176919433486031
"ametryn",-1.62252961397015,0.197398724407811
"ametryn",-1.69193741267112,0.184162379608877
"ametryn",-1.04753711299285,0.350800668446972
"ametryn",-1.9135454975761,0.14755629757091
"ametryn",-1.55334648306331,0.211538876729585
"ametryn",-1.88270826201291,0.152177410865114
"ametryn",-1.76939989182151,0.170435237722201
"ametryn",-1.92836096809052,0.145386296084022
"ametryn",-1.77721693602231,0.169108131716564
"ametryn",-1.54272996261204,0.213796647167472
"ametryn",-1.7780406615911,0.168968890380776
"ametryn",-0.3909927,0.67638509363245
"ametryn",-1.76485805195042,0.17121108784012
"ametryn",-1.83198964237656,0.160094719445211
"ametryn",-1.54332248563248,0.213670005255163
"ametryn",-1.10913458620541,0.329844289391957
"ametryn",-1.80036108697566,0.16523921172081
"ametryn",-1.57323066496225,0.20737414261176
"ametryn",-1.59585834436209,0.202734437836643
"ametryn",-1.96283072745691,0.140460252939802
"ametryn",-1.61540513638389,0.198810108914112
"ametryn",-1.6481337108254,0.192408663952662
"ametryn",-1.57086575290383,0.207865144581626
"ametryn",-1.30453219086147,0.271299421712669
"ametryn",-1.6254762308072,0.19681792212399
"ametryn",-1.71848290392939,0.179338014632693
"ametryn",-1.97753580193059,0.13840988680045
"ametryn",-1.17087358112978,0.310095928955143
"ametryn",-1.40617220954527,0.245079603357803
"ametryn",-1.66983415440103,0.188278288175091
"ametryn",-2.00902524051882,0.134119345075571
"ametryn",-1.56646035366986,0.208782893571412
"ametryn",-1.7436691244202,0.174877574454604
"ametryn",-1.53798009234827,0.214814569089079
"ametryn",-0.5839669,0.557681705278739
"ametryn",-1.60763693552798,0.20036051992781
"ametryn",-1.86184465493823,0.155385732776524
"ametryn",-1.94120159433286,0.143531379626462
"ametryn",-1.73215479638297,0.176902809447882
"ametryn",-1.58019106583992,0.205935747159183
"ametryn",-1.6999898870191,0.182685371537067
"ametryn",-1.84014782225732,0.158793951091599
"ametryn",-1.52133577570716,0.218419931963358
"ametryn",-1.6346792470463,0.195014912877769
"ametryn",-1.51487273661919,0.219836160160574
"ametryn",-2.08108286731245,0.124795002575708
"ametryn",-1.04245258783601,0.352588865484709
"ametryn",-1.65623190430239,0.19085679351989
"ametryn",-1.65501425694758,0.191089331335464
"ametryn",-1.54999538866996,0.212248952574457
"ametryn",-1.92243143088652,0.146250930443068
"ametryn",-1.63425427573215,0.195097806233976
"ametryn",-1.95465239129577,0.14161369429218
"ametryn",-1.66574002929849,0.189050703143803
"ametryn",-0.976523862519032,0.376618002000651
"ametryn",-1.9274355721703,0.145520898239811
"ametryn",-0.37090549,0.690109160693587
"ametryn",-1.09035618712454,0.336096759045855
"ametryn",-2.1318681401901,0.118615496366585
"ametryn",-1.43523850092947,0.238058580050832
"ametryn",-1.55709353782504,0.210747712168403
"ametryn",-1.56851654476103,0.208354037102185
"ametryn",-1.57712076727049,0.206569003033922
"ametryn",-1.07060311261369,0.342801707026496
"ametryn",-1.68335260968443,0.185750183093835
"ametryn",-0.45957767,0.631550311835565
"ametryn",-1.65982342212951,0.190172557402141
"ametryn",-1.733909305214,0.176592704027371
"ametryn",-1.8031425974453,0.164780235742576
"ametryn",-1.74825226027571,0.174077920633583
"ametryn",-1.674939775469,0.187319460368908
"ametryn",-1.54385126311646,0.213557051233784
"ametryn",-1.28832121348743,0.275733292086015
"ametryn",-0.948305449030653,0.387396931408458
"ametryn",-1.58039316584885,0.205894131748221
"ametryn",-1.89724596556447,0.149981104088497
"ametryn",-1.68873698944689,0.184752721333398
"ametryn",-1.00742024810419,0.365159787177901
"ametryn",-1.52458501029992,0.217711386103907
"ametryn",-1.57254607004836,0.207516158501194
"ametryn",-1.51440651746586,0.219938675884576
"ametryn",-1.56301980734594,0.209502457925822
"ametryn",-2.22347322267398,0.108232539538634
"ametryn",-0.42628237,0.652931947694103
"ametryn",-1.59935765454689,0.202026246965934
"ametryn",-1.56906893582889,0.208238975975432
"ametryn",-1.52255809952027,0.218153115180737
"ametryn",-1.95418268102802,0.141680227322844
"ametryn",-1.55192556312664,0.211839670188013
"ametryn",-1.56839874329306,0.208378582959354
"ametryn",-2.05072159907071,0.128642042109415
"ametryn",-2.10079480553327,0.12235913787481
"ametryn",-1.75518932432867,0.17287450984277
"ametryn",-1.63946848290632,0.194083173404749
"ametryn",-2.04405948453537,0.12950193128768
"ametryn",-1.05993332252056,0.346478911900398
"ametryn",-1.83947911199962,0.158900173747686
"ametryn",-1.74978549893294,0.173811222144759
"ametryn",-1.68115254961593,0.186159294524221
"ametryn",-1.70158735148656,0.182393771119975
"ametryn",-1.95975046704077,0.14089357412541
"ametryn",-2.12108449020771,0.119901525945951
"ametryn",-1.24793033996434,0.287098378432423
"ametryn",-0.919538618590731,0.398702952784768
"ametryn",-1.20241602030292,0.300467398932101
"ametryn",-1.60300496413121,0.201290736831039
"ametryn",-1.505494684748,0.221907492423678
"ametryn",-1.71714365338085,0.179578354068601
"ametryn",-1.65183192139385,0.191698410341374
"ametryn",-1.64218184712161,0.193557268875167
"ametryn",-0.33066831,0.718443430025298
"ametryn",-1.19071608345751,0.304003494232077
"ametryn",-1.90551990662233,0.148745288854799
"ametryn",-1.538043679629,0.214800910049047
"ametryn",-1.88777907492179,0.151407700862673
"ametryn",-1.79077478109092,0.166830862183611
"ametryn",-0.51564133,0.59711752241287
"ametryn",-1.66757926614282,0.188703313688805
"ametryn",-2.09735322927526,0.122780971648855
"ametryn",-1.63497103276222,0.19495801861267
"ametryn",-1.66438360101448,0.189307310860297
"ametryn",-1.86347744558476,0.155132227422349
"ametryn",-1.98938283629688,0.136779814938879
"ametryn",-1.81443426042525,0.162930058303211
"ametryn",-1.91543654485589,0.147277525304617
"ametryn",-1.66910463900101,0.188415690198155
"ametryn",-1.71059834807936,0.180757604287856
"ametryn",-1.69438826991162,0.183711576559996
"ametryn",-1.75705785753976,0.172551789680344
"ametryn",-1.32565003520414,0.265630233952945
"ametryn",-1.05603458229315,0.347832379867765
"ametryn",-1.75718000077742,0.172530714933183
"ametryn",-1.90072948334487,0.14945955119249
"ametryn",-2.00676062356884,0.134423418192364
"ametryn",-2.00401133008309,0.134793496113636
"ametryn",-1.84697499879271,0.157713529067258
"ametryn",-1.70631562455487,0.181533399203753
"ametryn",-1.07922593237121,0.33985849731402
"ametryn",-1.63828428941951,0.194313141571123
"ametryn",-1.61685207636914,0.198522650635643
"ametryn",-1.58036272643382,0.205900399140538
"ametryn",-1.56987918826472,0.208070318174838
"ametryn",-1.82831448118192,0.160684175855774
