"example","model","waic","wi_all","max_rhat","min_ess","min_ess_ratio","n_divergent","failed","n_groups","location_outside","scale_outside","max_abs_log_sd_ratio","wi_screened","minutes"
"poisson_b","ecxwb1",8879.31241280624,0.465480545880004,1.00059772912856,3220.10340135485,0.402512925169357,0,FALSE,13,9,13,2.74648909956101,0.456451867455583,16.3
"poisson_b","ecxll3",8868.67610006563,0.248897528438015,1.00280600214213,3732.31268142495,0.466539085178118,0,FALSE,13,12,13,2.72694730508929,0.251542439813014,16.3
"poisson_b","ecx4param",8881.65355415276,0.193855868176426,1.00141433573557,3266.71103118654,0.408338878898317,0,FALSE,13,12,13,2.72708648532502,0.187324678390239,16.3
"poisson_b","ecxhormebc4",8885.67300999603,0.0758683412761956,1.00188660468698,3188.47321056828,0.398559151321034,6,FALSE,13,12,13,2.72889398146618,0.0788007259411224,16.3
"poisson_b","ecxwb1p3",9932.41894713527,0.0156962009176883,1.00213761634278,3988.34749436401,0.498543436795501,0,FALSE,13,13,13,2.75797614526595,0.0256951244402245,16.3
"poisson_b","ecxll4",8842.02658477217,0.000201515311671082,1.00108170641692,3546.3971726928,0.4432996465866,0,FALSE,13,12,13,2.71948547993719,0.000185163959815887,16.3
"poisson_b","ecxwb2",11814.2973875399,1.03176739551035e-175,1.00115204428522,3398.24373408725,0.424780466760906,0,FALSE,13,13,13,2.72506160894408,2.66809834269857e-194,16.3
"poisson_b","ecxwb2p3",11839.2213704476,1.26650226200223e-180,1.00124969578039,3557.47303902092,0.444684129877615,0,FALSE,13,13,13,2.73649196610463,4.04482435861409e-202,16.3
"poisson_b","nec3param",2456604.33308029,0,1.52961055470658,7.14598738745397,0.000893248423431746,0,TRUE,13,10,13,2.73001201738191,NA,16.3
"poisson_b","nec4param",18479.2610882066,0,1.00129352001454,3173.27484039099,0.396659355048874,0,FALSE,13,13,13,2.73010506936748,0,16.3
"poisson_b","nechorme",181317503.55616,0,1.53018301306399,7.13340436479878,0.000891675545599847,0,TRUE,13,6,12,2.79649851549494,NA,16.3
"poisson_b","nechorme4",168747998.858583,0,1.52921900185619,7.12957662028673,0.000891197077535841,0,TRUE,13,5,12,2.76527115755693,NA,16.3
"poisson_b","ecxexp",258950.595684161,0,1.00112993572153,2201.55087818254,0.275193859772817,0,FALSE,13,13,12,2.91004497119225,0,16.3
